video_id,captions
G_23238,"['A man wearing black clothes and a mask is talking', 'A group of people wearing masks are standing', 'Deceiving the elderly to pay various fees', 'A bank in the United States is going bankrupt', 'A group of people in court are currently undergoing a trial']"
G_23416,"['Some rescue workers wearing orange red clothes crossed the river through ropes', 'Red clad firefighters cross the river with ropes', 'Rescue personnel carry out rescue operations', 'Firefighters work at the river', 'A group of rescue workers are wearing equipment to cross the river']"
G_23026,"['Many industrial machines are running', 'Two workers working', 'A person wearing a red helmet and a person wearing a blue helmet are communicating', 'Many different machines are working', 'The machine is working automatically']"
G_23007,"['Industrial buildings stand in different places', 'A man is speaking', 'A person wearing glasses is talking', 'A person dressed in black is talking', 'There is a huge drilling equipment']"
G_23181,"['A person giving a speech on the podium', 'People are listening to lectures', 'A lady is giving a speech', 'A group of people are listening to a speech by someone', 'A group of people sat listening to a person speaking']"
G_23050,"['How many ships are sailing on a river', 'A river passes by the mountain', 'A ship is sailing on the water', 'Multiple cruise ships sailing on the river surface', 'The ship sailed on the river by the mountain']"
G_23108,"['Tourists check in at the airport', 'A group of people are checking in at the airport', 'Some people are waiting in the waiting hall', 'Passengers check in at the airport', 'Airport passengers check in at the airport']"
G_23037,"['Many people are sitting at the table', 'Some people are eating in a restaurant', 'Some people are sitting in the seats of the restaurant', 'Many people dine in restaurants', 'A group of people sitting in a coffee shop']"
G_23157,"['The plane takes off at an airport', 'A plane landed at the airport', 'The plane is taxiing', 'Aircraft moving on the ground', 'A plane is taxiing']"
G_23574,"['The orange tape connects two yellow things', 'A piece of rope connects two yellow and black capsule shaped objects floating on the water surface', 'There is an obstruction strip on the water surface', 'There is an obstruction strip on the water surface', 'The yellow rod floats on the water']"
G_23118,"['Two people are counting money', 'How many people are withdrawing money from the bank', 'How many people are counting money', 'Bank staff are counting banknotes', 'Bank personnel are counting money']"
G_23503,"['Launch of an airship into outer space', 'A satellite is being launched', 'The rocket launched the spacecraft into space', 'A space rocket successfully launched', 'The spacecraft was launched into space']"
G_23114,"['Road conditions on a highway', 'A white clad official is being interviewed', 'Several cars passed by on the street', 'Pedestrians and vehicles walking on the streets of the city', 'A small number of vehicles passing through the street']"
G_23296,"['Many people walk in the water with flashlights', 'Some people are camping by the lake', 'Two men kayaking in the water', 'Two men pushing liferafts on the water at night', 'Some people move on boats in the water']"
G_23203,"['A group of people enter the gate of the high-speed railway station', 'A woman in blue is scanning her ID', 'Cross border tourism in Guangxi ushers in a peak season', 'A drill bit is under construction', 'One woman is facing the screen, while the other woman is holding a bundle of documents']"
G_23175,"['A man is observing with a telescope', 'Soldiers firing shells', 'Soldiers adjust cannons', 'A man is spinning the wheel of a missile device', 'A person is manipulating a cannon']"
G_23534,"['The satellite is detaching', 'An airship has separated a cabin', 'A space station is flying in space', 'A box detached from the spacecraft', 'The machine slowly moves down with the package']"
G_23235,"['A group of people wearing masks are sitting on chairs', 'A group of people sitting on chairs', 'The defendant illegally occupied and fraudulently obtained finance', 'Many machinery and workers are working in the factory', 'A group of people in court are currently undergoing a trial']"
G_23144,"['A large number of tourists are walking around and inside the building', 'Many tourists are visiting the Tulou Scenic Area', 'Many people visit old traditional buildings', 'Tourists visiting tourist attractions', 'Numerous tourists visiting scenic spots']"
G_23194,"['Some machines are counting money', 'People walking on the streets', 'Pedestrians walking under the overpass', 'A group of people walking on the street', 'Standing alone by the door']"
G_23425,"['The brown ground collapses', 'Rivers flow rapidly on rainy days', 'Collapsed road surface', 'Trees, rivers, and soil', 'Some soil blocks are rolling down and forming large pits next to a dirt road']"
G_23438,"['Dark green radar rotation detection', 'The tank advanced through the forest', 'radar truck', 'Weapon equipment and military personnel', ""A radar car's radar is spinning""]"
G_23573,"['Several people wearing volunteer clothing are taking photos of old buildings', 'Some people are watching while taking photos of some houses and buildings', 'The staff are filming and recording the ancient mansion', 'The staff are filming and recording the ancient mansion', 'A brown house']"
G_23291,"['The barrel fires multiple shells', 'A person is using an instrument', 'The ship fired shells into the sky', 'Warships firing into the air', 'A ship is moving at sea']"
G_23537,"['Two men are loading and unloading bags of corn kernels', 'Several people are transporting and processing grain', 'Packaging and transportation of grain', 'A man picked up the food brought by the conveyor belt', 'Machine processing of corn kernels']"
G_23561,"['Many people are having meetings in the hall', 'Many people wearing suits and masks are sitting in front of the green table', 'Many administrative personnel are in a meeting', 'Many administrative personnel are in a meeting', 'A group of people dressed in black are taking notes in a meeting']"
G_23141,"['Three Pictures on the Environment of Flowers', 'There are many peonies on the train', 'There are some peonies on the high-speed rail', 'People take their seats on the train', 'Passengers taking high-speed rail']"
G_23541,"['A beam of purple light shines on the device', 'Particle beam projected onto Earth', 'White rays shoot towards the ground', 'A purple ray shoots towards the ground', 'Particle hitting ground instruments']"
G_23067,"['A worker does various jobs', 'A man is performing a partition operation', 'A man decorated a wall model', 'A man is drilling holes in the wall with a tool', 'A person holding a tool is driving nails into the wall']"
G_23552,"['A group of people are applauding to welcome the visitors', 'People cheered for some people wearing black clothes', 'Many people welcome the chairman', 'Many people welcome the chairman', 'A group of people applauded to welcome a person dressed in black']"
G_23227,"['A blue locomotive manga', 'A train is running on a broken track', 'The US government is aggressively raising interest rates', 'Processing cars on the assembly line', 'Many banknotes']"
G_23168,"['Some people are running on the grass', 'Soldiers are stealth', 'Soldiers running on the grass', 'A group of soldiers running on the grass', 'A group of soldiers are running']"
G_23188,"['A plane is circling', 'A pilot is piloting an airplane', 'The pilot is piloting the plane', 'A plane is flying in the air', 'A pilot is piloting a plane']"
G_23520,"['A man is watching a computer', 'Sitting alone on a messy street', 'An unemployed person sleeps on the street', 'Five construction workers are building houses', 'People wearing white blankets sit on chairs on the street']"
G_23433,"['Some journalists wear masks to listen to the press conference and record it', 'People are in meetings and taking notes', 'Some people are in a meeting', 'A person wearing a mask while sitting', 'A large group of reporters wearing masks sat in a room to attend the meeting']"
G_23286,"['Many ships are sailing on the sea surface', 'Some people are waiting in the lobby', 'Several ships are sailing at sea', 'A fleet is sailing on the sea surface', 'A ship is moving at sea']"
G_23193,"['Many people walk on the street', 'Walking into the bank alone', 'Scenarios of various banks', 'A building with glass doors', 'One person is opening the door']"
G_23081,"['Foreigners withdraw money from ATM machines', 'A man is withdrawing money', 'A man is withdrawing money from a bank', 'The waiter is checking out the customer', 'A person is withdrawing money from the radio']"
G_23109,"['A plane is flying in the sky after stopping on the apron', 'A plane takes off from the airport', 'The plane stops at the airport and flies', 'The passenger plane takes off at the airport', 'Images of aircraft before takeoff and during flight']"
G_23289,"['Multiple people wearing headphones are talking', 'A doctor is taking care of patients', 'Four men wearing hats at work', 'Several men control the warship to fire guns', ""The ship's artillery is firing""]"
G_23145,"['A large number of tourists are walking inside circular buildings', 'Many people come to visit the earthen buildings surrounded by circles', 'Many people visit wooden buildings', 'Tourists visiting rural attractions', 'Numerous tourists visiting scenic spots']"
G_23092,"['Riding races on the road', 'Some people are practicing Tai Chi', 'People participate in various sports', 'Many people ride bicycles on the same road', 'Many people wearing white clothes are doing sports']"
G_23152,"['A person is doing push ups and pull-ups', 'A firefighter performs physical training', 'A man is doing exercise', 'A man is exercising', 'A person in blue is exercising']"
G_23271,"['Multiple people wearing green clothes walking in the water', 'One person is explaining the PowerPoint on the screen to others', 'A man carrying an old man', 'A man carrying an old man out of deep water', 'Many people are moving on the ground']"
G_23280,"['Three people working by the railway track', 'Tourists are admiring murals', 'Three people with yellow hats working', 'A man bent down to pick up a tool', 'Some people on the ground']"
G_23409,"['Rescue workers climbed into the window guard area', 'Firefighters shaking their bodies', 'Several firefighters carried out rescue operations', 'Two firefighters working', 'A firefighter is rescuing a trapped child by the anti-theft window']"
G_23277,"['The excavator is digging soil', 'The machine is printing paper money', 'A yellow excavator is digging stones', 'Many people operate excavators to block embankments', 'Some people are moving on the ground']"
G_23103,"['A large number of tourists have checked their tickets and left the high-speed rail station', 'Railway staff are carrying flashlights for maintenance', 'Many people pass through underground passages and pass through gates', 'Pedestrians walking at the train station', 'Many people walk from train stations to subway stations']"
G_23324,"['People walking on flooded streets', 'Trapped personnel boarded rubber boats with the help of firefighters', 'Firefighters rowing in the water', 'Firefighters transferring personnel', 'Several people wearing red clothes and red safety helmets are pushing rubber kayaks']"
G_23074,"['A group of tourists are descending the stairs', 'Pedestrians are coming downstairs in an orderly manner', 'Many people walk in an ancient building', 'Many people walk down the stairs in sequence', 'Many people are queuing up to descend the stairs']"
G_23532,"['An aircraft is landing on an aircraft carrier with a rope hanging from the rear end', 'Several people are welcoming the plane to land', 'A plane is landing', 'A plane landed on an aircraft carrier', 'The plane landed on the aircraft carrier']"
G_23577,"['Two people walked along a path with flowers blooming on both sides', 'A bunch of light red flowers blooming in the grass', 'People come and go in front of the building', 'People come and go in front of the building', 'Green leaves and red flowers']"
G_23119,"['The machine is printing money', 'The banknote printing machine is printing banknotes', 'There are cars passing through the streets on both sides of a large river', 'Vehicles driving on the streets of the city', 'Street view during the day']"
G_23320,"['A group of people walking on the road', 'Red, green, and white flags flutter outside a Gothic building', 'Many people on the road', 'Flags fluttering', 'In front of a white palace, there is a flag composed of three colors: red, white, and green']"
G_23340,"['Giant pandas walking in the snow', 'A giant panda crawling in the snow', 'Pandas walking around', 'Giant pandas foraging in the snow', 'A giant panda crawling in the snow']"
G_23407,"['A man grabbed a child and got stuck on the outer wall of an old residential building', 'A girl hangs from a security window', 'A little girl is hanging on the anti-theft window', 'Man rescues a girl stuck in an old residential building', 'A girl got stuck on a security window in a building']"
G_23509,"['Several people working in outer space', 'A parachute is descending', 'Several astronauts wearing blue work clothes are working', 'Six astronauts holding a board', 'Six people wearing blue clothes are working in the spaceship']"
G_23581,"['An astronaut is active inside the cabin', 'An astronaut dressed in blue is walking among space cargo', 'Astronauts carrying cargo in aircraft', 'Astronauts carrying cargo in aircraft', 'The man in blue clothes floats in the white room']"
G_23284,"['A man in black is walking in the corridor', 'The machine is printing paper money', 'A man in black opens the door', 'A man walked into the room', 'Moving alone on the ground']"
G_23336,"['Two excavators digging', 'Two excavators digging soil in the river', 'From above, the excavator is digging soil in the river', 'Excavator filling', 'A excavator and a bulldozer fill the soil into the river']"
G_23441,"['Many cars pass through the city streets', 'Vehicles driving normally on the street', 'In front of the mall, there is a constant stream of traffic', 'Cars are running, people are walking', 'There are many vehicles coming and going on the road in front of a shopping mall']"
G_23312,"['Many people are at the airport', 'A man in black is being interviewed by a reporter', 'A person is speaking', 'There are multiple planes on the airport', 'A man in black is talking']"
G_23036,"['Some people are knocking on wooden boards', 'Several men are working on the project', 'Two people wearing red helmets are hammering on the board', 'Two people wearing red clothes are knocking on the cabinet with hammers', 'Two people are hammering nails']"
G_23139,"['A man in a white coat is riding a horse', 'A group of people riding horses in a race', 'Some people are riding horses', 'The riders are racing horses on the grassland', 'Many men are engaged in horse riding competitions']"
G_23253,"['The flag at the top of the dome is floating', 'Some cruise ships travel on rivers between mountains', 'Flags fluttering above the dome building', 'A few men climbed onto the roof', 'The flag fluttered on the roof']"
G_23323,"['The river flows in the city', 'Firefighters carrying things in the flood', 'Firefighters moving things in the water', 'Firefighters rescue personnel', 'Three people wearing red clothes and red safety helmets are cleaning up debris on the water surface']"
G_23059,"['A host interviews a female tourist', 'A journalist in a suit is speaking', 'A man introduces and interviews tourists coming and going behind him', 'A man in a suit is interviewing a woman', 'A person dressed in black is talking']"
G_23111,"['A woman in a yellow coat is interviewed and preparing to board the plane', 'Ms. Huang Yi is in an interview', 'Some people walked out of the airport', 'Passengers walking at the airport', 'Airport passengers queue up at the airport to check in']"
G_23545,"['A man wearing a yellow hat is walking on the bridge', 'A group of workers are working', 'There are machinery under construction on the riverbank', 'Three men walking on a stone bridge', 'The construction site by the river is currently under construction']"
G_23305,"['Three people in the house', 'The doctor is wearing a white mask at work', 'The doctor is wearing a mask', 'Doctors save people', 'People wearing masks stand in front of the instrument screen']"
G_23262,"['The plane flew in the sky and crashed', 'There are a large number of pedestrians at the gate', 'A plane fell from the sky', 'A plane was destroyed', 'A plane is in the sky']"
G_23414,"['Plants lying down in the muddy yellow water', 'The flood submerged a village at the foot of the mountain', 'After the flood, rice was flooded', 'Yellow River, People in Water', 'Many crops are lodging in a rice field']"
G_23150,"['A person uses a horizontal bar ladder to climb a mobile board house', 'A firefighter climbed up the roof with a ladder', 'A man running and climbing', 'An athlete climbed a house with a ladder', 'Climbing a house by one person using stairs']"
G_23266,"['There is a lot of gold placed in the room', 'A person is scraping putty', 'Multiple pieces of gold are neatly arranged on the shelf', 'There is a large amount of gold on the cabinet', 'A lot of gold is on the shelf']"
G_23439,"['A person tapping on a black keyboard with their hands', 'One person is operating a computer', 'People work in front of computers', 'People are using computers', ""A person's hand is operating the mouse and keyboard""]"
G_23038,"['Different European style buildings stand on the streets', 'A person is counting money', 'Some people passed by the bank', 'People wearing black clothes walked past the bank one by one', 'The facade of a bank']"
G_23401,"['Many cars turn at intersections marked with danger zones', 'There is a traffic warning sign at the intersection', 'Some vehicles turning', 'The traffic flow of right and left turns forms a bottom left quarter circle, with yellow warning signs and a red line above ground', 'Multiple vehicles are turning']"
G_23198,"['A group of people are entering the airport', 'People are getting on the train', 'Scenarios of high-speed rail travel', 'The train is running on the track', 'A train is running']"
G_23412,"['Many containers are being transported at ports', 'Cargo containers stacked at seaside ports', 'Large number of containers', 'The container is lifted and various buildings are switched', 'A container terminal is using a crane to load and unload goods']"
G_23146,"['A group of people gathered at a corner of the road', 'There are many people gathered on the street under surveillance', 'There are many people gathering on the street', 'Large crowds walking on the streets', 'People are shopping on the pedestrian street']"
G_23501,"['An airship is operating in outer space', 'A satellite is working', 'A spacecraft is operating', 'Complete the combination of a space station', 'Docking of two parts of the spacecraft']"
G_23147,"['A group of people gathered at a corner of the road', 'People surrounded the police who were rescuing', 'There are many people gathering on the street', 'Large crowds walking on the streets', 'People gather together on the street']"
G_23349,"['Four people walking in front of a group of people', 'The honor guard is divided into two teams to welcome the Prime Minister and his wife', 'Four people walked through the crowd next to them', 'A group of people are negotiating at the green table', 'Two men in suits and two women walked across the red carpet']"
G_23325,"['One person walked out of the door carrying another person on their back', 'Firefighters carried the elderly out of residential buildings', 'Firefighters carrying people out of buildings', 'Firefighters carrying elderly people', 'A person wearing red clothes and a red safety helmet walked across the water carrying an old man on his back']"
G_23123,"['Many people left the ship', 'A group of coastal police officers are on duty', 'Some people are running on the ship', 'Some people stepped out of the warship', 'People walking on aircraft carriers']"
G_23424,"['Some vehicles are driving in the rain', 'Vehicles driving on uphill sections of elevated bridges', 'Vehicles driving up the overpass in the rain', 'Vehicle driving', 'Many vehicles drive on elevated roads in rainy days']"
G_23096,"['Many camping tents by the lake', 'Sunlight bathes the green spaces and lakes of the park', 'Many tents were built by the lake', 'Many people are playing on the grass', 'There is a lawn by the river next to the tall building']"
G_23143,"['The situation of some high-speed railway platforms', 'Many people check in when leaving the train station', 'Many people take high-speed trains', 'Passengers walking in the railway station', 'Many people rush to walk at the train station']"
G_23239,"['Several black clad police officers are holding onto the black clad person', 'A group of people wearing masks are standing', 'The inspection authority makes a judgment', 'Two people are playing chess', 'A group of people in court are currently undergoing a trial']"
G_23311,"['Two people by the railway', 'Firefighters piloted boats to carry out rescue operations in floods', 'People rowing boats on the river', 'People rowing boats to save people', 'Several people wearing helmets rowing rubber boats in the river']"
G_23097,"['Tourists camping by the lake', 'Many people sit under sunshades', 'Many people sit under sunshades in camping areas', 'Many people are sitting at the table', 'Many people are sitting on chairs next to the white tent']"
G_23504,"['Two people hugging in the working cabin of the spaceship', 'Two men are hugging', 'A white spacecraft is being displayed', 'Two astronauts hugged together', 'Spacecraft navigating in space']"
G_23293,"['Many people are digging pits', 'Some people are running marathons', 'Five men in red clothes digging with shovels', 'At night, a few men filled the hole with water in the rain', 'Some people move on the ground during rainy days']"
G_23572,"['The dam is discharging water outward', 'There is a dam on the calm water surface', 'The dam is draining water', 'The dam is draining water', 'A blue river bathed in the sunlight']"
G_23122,"['Many people leave through the ticket inspection exit', 'A person in blue came out of the airport waving a five-star red flag', 'A person waves at the camera', 'Passengers walking at the airport', 'Passengers leave after arriving at the airport']"
G_23183,"['There is a woman in a wheat field', 'People from rural areas sit together to discuss', 'Scenes in the countryside', 'An endless rice field', 'A group of people sat listening']"
G_23202,"['A group of people walking inside a high-speed railway station', 'A group of people wearing hats are walking', 'Restoration of Foreign Entry Policy', 'The workers rested in the desert after walking', 'A group of people walking inside the railway station']"
G_23246,"['A man dressed in white is speaking', 'A man in blue is talking', 'Shenzhou spacecraft successfully entered orbit', 'Many people dine in restaurants', 'A spacecraft is flying in space']"
G_23348,"['There is a statue of a person in front of the house', 'Cars shuttle on the road in front of an ancient building', 'Various buildings', 'Vehicles drove past the city gate', 'There are many vehicles and pedestrians in front of a building']"
G_23338,"['A group of people are traveling by the seaside', 'Elderly people taking photos in seaside scenic spots', 'The elderly are taking photos', 'Elderly Dinner', 'Some people take photos in front of winged sculptures']"
G_23404,"['Some vehicles passing through the intersection area', 'The truck turns right at the intersection', 'A large white concrete mixer truck', 'Vehicle driving', 'Many vehicles are passing through the intersection']"
G_23341,"['One person is operating the machine', 'An astronaut is running in a spaceship', 'People are doing leg movements', 'Black clad people exercise', 'A man in a shirt is riding a bicycle on the space station']"
G_23505,"['Six people taking a group photo in an airship', 'Six astronauts are speaking into the camera', 'A white spacecraft with yellow solar sails', 'Six astronauts travel in space aboard the space station', 'Spacecraft navigating in space']"
G_23322,"['Road collapse', 'Two men digging on the collapsed land', 'Two people are digging soil', 'Road collapse', 'Two men dug holes with shovels and shovels']"
G_23125,"['A national rainfall forecast map', 'Many cars drive in the rain', 'Some vehicles are driving on rainy streets', 'Vehicles driving on rainy urban roads', 'Various types of motor vehicles driving on rainy streets']"
G_23443,"['People are using electronic devices', 'One person is operating a computer', 'A person is using a printer', 'Vehicles driving, people using computers and printers', 'A person is operating an electronic device']"
G_23223,"['Many golden displays of gold', 'Several pieces of displayed gold jewelry', 'Central bank purchases remain strong', 'The drill bit is underground', 'Some gold necklaces and nuggets']"
G_23531,"['Many people are discussing under the light', 'A group of soldiers are studying', 'Several people wearing green clothes are having a meeting to discuss', 'Five men are talking', 'People wearing military uniforms are speaking']"
G_23219,"['Many people are standing on the dirt yellow open space', 'A group of people are watching the performance on the square', 'High proportion of tourists in leisure vacation and natural landscape scenic spots', 'Two technicians are using instruments for testing', 'A plank road is among the trees in the mountains, some red flags are flying, and some tourists are walking']"
G_23129,"['A man in a blue and yellow sportswear threw a tennis ball', 'A person wearing a headscarf is throwing tennis balls on the tennis court', 'A man playing tennis', 'Tennis players enter the arena', 'A man participates in a tennis match']"
G_23533,"['Several packages are being transported', 'A spacecraft is sailing in outer space', 'A space station is flying in space', 'A spaceship floats in space', 'The spacecraft is filled with items']"
G_23423,"['An orange excavator is digging for mud', 'The excavator is clearing the mud on the road surface', 'Three volunteers clean up the garbage', 'People put branches into trash cans and bulldozers dig soil', 'A excavator is digging for soil in the mud field']"
G_23376,"['The street was bathed in the sunshine', 'Several men in red clothes carrying a small boat', 'Several people in red clothes are carrying the ship forward', 'A group of firefighters carrying kayaks advanced', 'Several firefighters carried their kayaks forward']"
G_23435,"['The workers in the factory are focused on their work', 'Workers are screwing in the factory', 'Workers work in factories', 'Factories, where people work', 'Many workers are working in a factory']"
G_23329,"['How many cars are parked on the road', 'The truck loaded with white blades is turning', 'White blade type machinery on trucks', 'A large truck is driving at the intersection', 'A red truck carrying white long strip shaped objects is moving']"
G_23418,"['Two rescue workers will rescue people trapped by floods from the vehicle', 'The small boat was speeding through the flood', 'Two rescue workers rescued the car owner from the half submerged car', 'Windshield wipers for wiping, river water, car in water', 'A silver car was submerged in the water']"
G_23334,"['A group of people are playing with white cloth', 'Workers in blue clothes are working next to the leaves', 'People work on white bladed machinery', 'Construction by skilled workers', 'Some people wearing blue clothes are working on racks']"
G_23294,"['Many people are dragging an inflatable speedboat', 'A group of people are playing on the mountain', 'Two men dressed in red are pushing a kayak', 'At night, three men pulled out the life raft', 'Some people are moving on water']"
G_23422,"['Many firefighters are clearing the accumulated silt on the road', 'Firefighters clean up rivers and roads', 'Firefighters are shoveling soil', 'A row of firefighters digging soil, houses, and people', 'Many people in uniform are digging the ground with shovels']"
G_23388,"['People queue up to pay their bills and go to the pharmacy to pick up their medication after they come out', 'A few people are playing in the entertainment facilities below the tall building', 'The lights on the sand table in the building are shining brightly', 'A woman wearing a mask and two men sitting at a table chatting', 'Many high-rise residential buildings']"
G_23346,"['A group of people gathered together holding signs', 'People holding banners to protest', 'The crowd held up signs with words written on them', 'People hold up signs to demonstrate', 'A person holding a blue display board with slogans written on it']"
G_23112,"['A man wearing a black jacket in one dimension is interviewed', 'Airport staff are assisting and interviewing passengers', 'Some people are queuing up at the boarding gate to talk', 'Passengers check in at the airport', 'Airport passengers queue up at the airport to check in']"
G_23179,"['A group of people wearing masks listening to the class', 'People are listening to lectures', 'People are sitting and listening to speeches', 'A woman is speaking on stage', 'A group of people sat listening to a person speaking']"
G_23519,"['A yellow car is driving', 'Several cars sailing on the street', 'The people coming and going on the streets', 'The exterior walls of a building are covered with glass', 'People wearing masks walking on the streets']"
G_23549,"['A man is walking on a treadmill while looking at his phone', 'A group of people exercising in the gym', 'Some people run on the treadmill', 'A woman running on a treadmill', 'A few people are exercising on the treadmill']"
G_23378,"['The machine cuts the money that has been made', 'A car driving in the water on a rainy night', 'A white car is driving in the rain', 'A white car came from the darkness in the stagnant water', 'The streets are flooded at night']"
G_23314,"['A group of people are having a meeting in the room, and a woman is speaking', 'At the press conference, the woman in the middle of the three was giving a speech', 'People sit in front and speak', 'Speech by Black People in White', 'Two men and a woman sat behind a table and spoke']"
G_23151,"['Several firefighters are using water guns to extinguish the fire', 'A firefighter climbed up the roof with a ladder', 'Firefighters extinguishing the fire', 'Several firefighters are extinguishing the fire', 'A group of firefighters are extinguishing the fire']"
G_23413,"['The train passes through the tracks', 'A train carrying goods is running on the railway tracks', 'A train is running', 'Train operation, container transportation', 'A train is moving slowly on the tracks']"
G_23233,"['A white book with colored pictures on it', 'Several appraisal certificates for calligraphy and painting', 'Deceiving the elderly to buy collectibles', 'Fishermen are organizing their supplies', 'A pile of artworks']"
G_23563,"['A woman sitting in front of a computer', 'A girl wearing glasses and a mask is facing the computer', 'People from different countries are participating in international conferences', 'People from different countries are participating in international conferences', 'A group of men and women are watching screens together for a meeting']"
G_23356,"['People queue up at the train station for their return journey', 'A man wearing an orange vest walking in the water', 'Two people standing in the water walking forward', 'A man is sending something to two other people', 'Firefighters wearing red clothes walking in the flood']"
G_23164,"['There are some iron scattered on the street', 'People walking on the streets', 'Pedestrians walking on the street', 'A group of people walking on the street', 'A group of people walking on the street']"
G_23317,"['A woman is talking', 'The overall view of the town after the flood passed through', 'Looking at buildings and rivers from above', 'Flooding the village', 'All between the residential areas are river water']"
G_23136,"['A woman wearing a brown coat is interviewed', 'A lady dressed in beige is being interviewed about the scenic area', 'Some food and crafts', 'Tourists try delicious food and crafts in tourist attractions', 'People are going to the market']"
G_23197,"['A train is running on the track', 'The family is tasting food', 'A family sitting at a table of dishes', 'Four people eating', 'A group of people are eating']"
G_23258,"['Two people discussing in the room', 'Monitoring shows a large number of tourists at the station', 'A man is speaking', 'Two men sitting in chairs chatting', 'Two men are talking']"
G_23232,"['A group of people wearing masks and black clothes sat talking', 'The woman in black is talking', 'The defendant utilized the company', 'A few women are dancing, and there is also an experience hall', 'A group of people in court are currently undergoing a trial']"
G_23115,"['A man in a black suit delivers a speech', 'A group of people are listening to a person in a suit presiding over a meeting', 'A group of people are having a meeting in the conference hall', 'Politicians hold meetings in the conference room', 'A man speaks at a meeting']"
G_23120,"['One hand is operating the tablet', 'The dollars are being counted by machines one by one', 'The money printing machine is printing money', 'Traders check information on financial exchanges', 'Cash verification machine']"
G_23400,"['A large blue truck is turning', 'Turning at a car intersection', 'A white sedan turns right', 'Two white cars turn right, the truck turns right and runs over the pillar', 'A blue truck is turning right']"
G_23224,"['A man in blue is on the phone', 'A man in blue is on the phone', 'Reasons for significant fluctuations in stock prices in the United States', 'Underground Scenery', 'A man leaned against the table in front of the screen and made a phone call']"
G_23512,"['A group of Americans sitting indoors', 'A group of people are in a meeting', 'Lawyers work in court', 'Two groups of people are discussing', 'Machine printed USD']"
G_23385,"['The fountain in front of the building is spraying water', 'Many flags stand side by side', 'The national flags of many countries are hung', 'Many different national flags are inserted side by side', 'There are many national flags inserted on flagpoles in front of the wall']"
G_23347,"['A person holding a sign', 'One person holding a blue slogan', 'The crowd held up signs with words written on them', 'People hold up signs to demonstrate', 'A person holding a blue display board with slogans written on it']"
G_23127,"['Some environmental conditions during rainy weather', 'The picture shows rain scenes from various places', 'A street under heavy rain', 'The city is raining heavily', 'Rainstorm beats on the ground']"
G_23590,"['The banknote printing machine is printing US currency', 'Many foreign banknotes are being made', 'The printer is printing dollars', 'The printer is printing dollars', 'Green paper money is being printed']"
G_23285,"['A man dressed in black entered the room', 'There is a fountain in front of a magnificent building', 'A man in black is next to the sofa', 'Cracks appear on one wall', 'A person moving in a building']"
G_23548,"['Place two bowls of vegetables in front of the dishes', 'The food in the cafeteria', 'There are many dishes', 'There are various dishes on the table', 'Several iron pots hold various dishes']"
G_23524,"['A harvester is harvesting wheat', 'Driving a machine alone while harvesting grass', 'A harvester is harvesting wheat', 'A man drives a harvester to harvest wheat fields', 'The machine is harvesting wheat in the wheat field']"
G_23107,"['Two workers walking on a high-voltage tower', 'Several electricians are repairing cross river power lines by the Yangtze River', 'There is an electric tower by the river', 'Workers are repairing the power tower', 'Workers repairing high-voltage power towers']"
G_23426,"['Some industrial area factories stand on the ground', 'Urban Street View', 'Blue Flame', 'Architecture, Fire, and Landscape', 'Some blue flames are burning on the stove']"
G_23373,"['Two foreigners are talking', 'There are many daily necessities on the shelves of the warehouse', 'A man dressed in burgundy is speaking', 'A person holding a microphone is introducing the items on the shelf', 'A man in a red shirt is speaking with a microphone in the warehouse']"
G_23133,"['Part of the exterior of Mog architecture', 'Many people visit the grotto scenic area', 'A building bathed in sunlight', 'Tourists visiting tourist attractions', 'Numerous tourists visiting scenic spots']"
G_23417,"['The river washes over the pier in rainstorm', 'The rainstorm in the city causes the river to rise', 'Heavy rain triggers flooding', 'River water, rainy', 'A wide river flows forward very rapidly']"
G_23044,"['Chinese architecture shines brightly in the dark', 'The lights on the building are lit', 'At night, many flower lights and pavilion lights are all lit up', 'Lights were lit on the building at night', 'Ancient buildings lit with colorful lights at night']"
G_23169,"['There is a lot of snow in a residential area', 'There are few pedestrians on the streets in winter', 'Buildings on a cloudy day', 'A building is blocked by several trees', 'Two people talking']"
G_23065,"['A worker holding a shovel and drill bit', 'A man wearing glasses is talking and showing off', 'A man showcases his skills', 'A man is talking with a tool', 'A person dressed in black is talking']"
G_23283,"['A cordon has been set up in the room', 'A person pondering on the forehead', 'A person in white presses the elevator button', 'Warning line pulled up in the room', 'The warning line is in the corridor']"
G_23085,"['Fountain in front of Parliament', 'A fountain in front of a building is spraying water', 'There is a fountain outside the building', 'Water spraying on the ground in front of the white building', 'There is a fountain spraying water next to a white building']"
G_23242,"['Many cars drive on slippery roads', 'Many cars are driving in the heavy rain', 'Strong wind and rain weather affecting society', 'Shanghai Yu Garden has large flower lights', 'Cars driving in heavy rain']"
G_23186,"['Some people and cars work in rice paddies', 'People in rural areas are planting rice', 'Scenarios of various rice fields', 'One or two cars driving on rice paddies', 'Two people talking']"
G_23442,"['Some cars pass the zebra crossing after the rain', 'Motorcycles passing through zebra crossings', 'Some cars are driving on the road', 'Vehicle driving', 'There are many vehicles passing through the intersection']"
G_23159,"['A building is by the grass', 'A foreign central bank', 'There is a white building under the blue sky', 'A white building', 'A white building bathed in the sunlight']"
